reviewid,comment
1087387,"I so wanted to give this place 5-Stars but it wouldn't be fair. The only negative thing (let me get this out of the way) was the service; fast but not very knowledgeable. Our server was not familiar with the beer selection, nor could he inform me vegan friend of appropriate dishes - I don't think he knew anything about the dishes other than what was printed on the menu.

Now the positive. I think everything on the menu is good. They have several dished featuring duck (fan) and they menu is ample without being overwhelming. They have congee (porridge/soup, not Japanese script) - and they have several varieties! The Sriracha sauce is flowing in this place and I really like the feel of the layout. It's basically under the Labor Union Temple, and you walk down into a basemented area - the decorations are perfect. This place is unassuming. 

The best? This place has Delirium Tremens on tap - that's just amazing. Even though anyone who likes Delirium knows that the tap ruins it - it's still amazing.

I can't say if this place is better, or worse, than the original in the ID, but I am now a regular."
1746174,"I know what to expect at these types of restaurants and I'm usually never disappointed. This visit was no exception. Even though there were a lot of patrons already in the dining room, we were seated immediately and served very quickly. My husband had the carne asada and I ventured out from what I always get at Mexican restaurants (chicken enchilada with rice and beans) and tried the Pollo Mazatlan. I was very happy that I ordered that dish; it was delicious! We were both very satisfied with our meals. Mine came with salad and rancho beans. If I ordered it again, I would just ask for less cheese, which is probably just a personal preference."
1334291,"Good happy hour and the outdoor seating is a huge plus. Other than that, nothing stands out too much about Linda's. Definitely worth stopping in though :)"
906234,"The food is just awful! Chow mein tastes like top ramen, meat dishes are tough and weird. †Over priced for the takeout we picked up and only ate 3 bites of! †So disappointing."
1204214,"Not sure where the other reviewers get anything above a 1 maybe 2 star for this place. †I ordered the coconut shrimp and drunken noodles. †The shrimp were butterflied and super thin, the breading was panko with no coconut, much less a coconut flavor. †They were over cooked, so they were a little tough. †The drunken noodles were bland, very little flavor, and the noodles were mushy. †Not much more I can say. †Not a place I can recommend."
1942632,"We were visiting Seattle on vacation and checked out the zagat review for steelhead which was great!

Well it deserves all 5 stars!

Great service, friendly wait staff! And the food was to die for! The salmon special on polenta was melting in my mouth it was so amazing! 

I would go here all the time if I lived here!"
234251,"If I could give them less than 1 star I would!! This place is super fancy and pricy so I accepted the food to be out of this world, and what can I say, it was out of a third world country! 
I went there with friends who were visiting from LA for a jewelry show and none of us can say a single good word about this place.A huge disappointment. 
I'm not trying to sound mean and I like to give good reviews but this one doesn't deserve it. We paid so much for nothing, we didn't even want to try their deserts!
On top of the bad food, the place was extremely loud we could barely hear each other, the service was so so and it took them forever to bring our food out. 
Im sorry Tulio Restaurant, but I'm not a fan."
1003236,This is a very good little gyro sandwich shop and the pizza is good. †I have not tried there entrees. †My wife really loves the chicken Slovaki Skewers. And my kids love there pizza.
784130,"Hands down the best breakfast/brunch/lunch place I ever been to in Seattle area. Since there are so many reviews already, I will save some of your time and keep this one short. 

Food: Amazing. Great variety of food and has a great breakfast happy hour M-F 9-11am. I think all of the breakfast dishes are $6 (some $7?) Portion is great and the the dishes are so rich in flavor. Not too spicy, salty, sweet... Just perfect. Service can be little slow BUT considering the number of people dining there, it's expected. 

Ambiance: On a nice sunny day, make sure you try to seat next to the windows. My friend and I were lucky to be seated next to the windows on a sunny Saturday and it was perfect. Other than seemingly-out-of-place disco ball nearby the bar area, decor was good. Not romantic or anything but had some class to it.

Price: It's little pricy. If you are here for breakfast happy hour or lunch prix menu, you won't have to spend too much to enjoy top-quality Creol/French cuisine. 

Location/Parking: Parking can be a hassle but it wasn't too bad. My friend and I were able to secure a parking spot within couple minutes of walking distance. It's not too far from Key Arena and the Space Needle so if you feel heavy after a huge breakfast/brunch/lunch, you can take a short stroll there. 

We will definitely visit Toulouse Petit again."
282122,"Truly as wonderful as most of the reviews express. †I particularly enjoyed the cocktails (perfectly balanced Sidecar) and the Scotch egg. †My beef brisket sandwich was good. †Next time I'll get the burger because my dining companion kindly offered me a bite and I had to resist the urge to tell him I wasn't giving it back. †Hand cut steak fries, too. †I can't wait to return and try more of the menu!"
919558,I gonna say they got the best steak in the place. The meat is really fresh I can taste it done in medium raw .
958114,"Everything on happy hour menu. Salmon bruschetta. Olive, tomato jam, goat cheese bruschetta. Pork skewer. Flank steak. Steamers. Fries with aioli. Olives and bread. Squid skewer. 2 cocktails. $58.
Sit in the back at the counter overlooking the kitchen. All of the chefs will speak to you, interact, and answer any questions.

I personally loved the pork skewers, but I think that is because my wife doesn't eat pork, so I get it all to myself. Fork tender and melted in my mouth. The pouring rain that showered the outdoors had everyone running inside. As soon as everyone ran inside it was like they all wanted to order food at ONCE. Kitchen was super fun to watch. The waiter tried not to sit anyone near us and we could spread all of our food out.

I loved this place because I watch WAY too much Food Network and love love being able to see all of those shows up close and personal. Hearing, ""YES CHEF!"" never gets old."
960076,"Did lunch here today and had a great meal. The short rib appetizers were really really good; not kidding. Also ordered one of my favorite Chinese dishes, broccoli beef, and my buddy said it was the best he has ever had. 

It is probably over priced for Chinese food but delivers a nice atmosphere."
2154415,"American-Japanese sushi, but good!"
1121293,"Recently moved from Las Vegas and I was looking for some good authentic mexican tacos. Well, I found my home away from home, well even better than anything Vegas had! There tacos are made fresh and their salsas are quality. I will be coming back. I'm from Los Angeles (east LA, Whittier area) and these are just as good!"
189329,"Poutine is pretty tasty (ask for extra curds) and their crab cake poboy is pretty tasty with great crusty bread. †Drinks are average. †Local spot where you can be yourself. †Let the good times roll, indeed."
246041,"So Neil W and I decided to get dinner here Wednesday night. †The short version of the this review is that dinner here was awesome!! †Keep reading for the longer version. †:)

Well Neil and I arrived at Revel around at 6:00. †It was packed. †We were told that it would take about 30-40 minutes get a table. †So we wandered into the small bar that is attached to the restaurant, Quoin. †We order some drinks and talked. †Eventually the hostess came in and called for us.

Once we were seated I took a closer look at the restaurant. †It was still packed. †The restaurant definitely has a nice modern feel to it. †The walls were white with paintings of celebrities on them. †My favorite was a picture of Macho Man Randy Savage. †There was little exposed wood in the restaurant, with the exception being our tables. †I think the best seat in the house was the counter facing the kitchen. †I love watched chefs work.

The menu wasn't very big, but I usually think that is a good sign. †Neil and I ordered the pork belly pancakes, dumplings, and the Manila Clam hot pot. †The pork belly pancakes came out first. †They obviously had pork belly on them, but in addition it also had kimchi and bean sprouts on it. †And oh my gosh that combination was very very good. †I could have eaten a couple plates of that alone. †The pancake had hints of kimchi, so that it didn't overwhelm all the other toppings on it. †Next came the dumplings. †The dumplings that we ordered were stuffed with short ribs, shallots, and scallions. † They were wrapped in a red flour shell. †The dumplings were moist and delicious. †Last was the manila clam hot pot. †It was pretty big, good thing we were sharing. †It had medium sized clams in it that were very tasty. †The broth that it was cooked in was a little spicy, but still light and tasty. †The hot pot also had slices of a rice flour noodle, white carrot, bok choy, and some small dumplings. †I think the dumplings had chorizo as a stuffing. †They were wonderfully delicious. †Everything about this meal worked to where I felt full, but not overstuffed. †

My only criticism of Revel is if they are gonna use chopsticks then they need to use wood ones. †They gave us these plastic chopsticks. †Since there is no grip to them food kept slipping and falling back on the plates. †Other than that Revel is a great place to go and get a meal.

If your in the Fremont neighborhood you definitely have to stop by Revel. †It was a great meal with a great atmosphere. The service we received was fantastic. †The staff was really friendly and they checked in to make sure the food was to our satisfaction. †I would definitely go back!!!"
822346,"This place is a rare find ! †The salads are beautiful ! We had the linguini chicken with artichokes and the Lasagne Mama Mia ! Totally Yummy ! †We LOVED the Chocolate Carmel Cake ! The owner, Daniella, is so friendly and sweet......Verona's gets a big A+ !"
1124582,"This is Friday evening, the prime time for dinner. After seeing 4- star yelp review, we went here for dinner. There was no one customer in the restaurant. Although we were surprised, we ordered the food anyway, Pad Thai, and curry seafood. The price is not really cheap. For instance, the hot and sour Thai shrimp soup, we typically see price around $7-8 in other decent Thai restaurant, here it charged more than $10. Pad Thai is pathetic looking, with eggs, a few bean sprouts, cabbage, and tofu ( we chose tofu). The peanuts are barely visible. The rice noodle is soft and soggy. The seafood curry cost almost $15, but it is small portion, and hardly tasted the creamy coconut †we have tasted in other Thai restaurant. A bowl of white rice comes with it, but they charged us $3 for the rice. In the end, we paid almost $35 for only one dish of Pad Thai and one dish of curry seafood, very expensive but with lousy quality. Guess what? Now we understand why at 7 pm Friday evening, there are no other customers other than us. And we surely will never return."
1061241,"My boyfriend and I go here sometimes. I always get the coconut soup. It is all I want and it is delicious. Last time we went we got some kind of other red...er type soup. It wasn't what we were expecting and so I traded my delicious curry to eat that soup which at the time was okay because I was full of my own delicious soup. The curry and coconut soup are fantastic I can say for certain....the teas are nice and the place is always pretty empty when we go which is around two hours before close on weekdays. Overall, I like the family that runs this place, the food is pretty tasty."
934781,HORRIBLE service. They get lots of traffic being in the mall. Location and name recognition have got to be the only reasons this place stays as busy as it does.
864531,Always good. †Never had a bad meal. †We ate here before going to the Fifth Avenue and they got us out in plenty of time. †I like that you can eat at any price range you want depending on what you order. †A great standby!
1480560,"First time here and the food was great. I had the Santa Fe Burrito and hubby had the Chimichanga. Huge portions, too. Really good margaritas, too.
Give it a try, especially if you have the 8$ coupon."
967738,"Pretty good food, Americanized sushi, good spicy mayo, but horrible service every time. All the servers have to do is bring drinks and the occasional special request, but they are slow and often act as if that little bit of work is too much for them. †Drinks often stay empty, so don't bother getting a soda!"
863290,"My favorite restaurant in Seattle! Best breakfast and happy hour around!

Must Try:
-Bloody Mary! (one of the best I've had!)
-Fried Green Tomatoes
-Spicy Creole Shrimp and Grits

They are usually on a wait, but totally worth it!"
904188,"I got the carne tacos, which according to the menu had onion and bell pepper in addition to beef and cojita. I had a pile of meat, onions, cheese, and one single bell pepper strip spooned onto two tortillas, with the third tortilla practically bare off to the side. Also, they don't make their tortilla chips in house, I saw them refilling with a bag. Hmph. 

Food came out quickly, ambiance was great with the view and music so I'm not swearing it off, but...I expected better."
808660,"My friends and I have been there 3 times: Happy hours for 2 times and a regular dinner. Overall the half-priced small plates and cocktails in Happy Hour are FANTASTIC and it was a really good deal! But there were too many people coming in Happy Hour so the servers were busy. If you didn't wave them to come over, they would ""forget"" about you :(

Here I've got 5 small plates recommended: 
Steamed Penn Cove Mussels, †1/2 Shell Oysters, Roasted Pork Belly, Baked Goat Cheese, Dungeness Crab Cake.

Reservation in advance for dinner is definitely recommended to avoid waiting for a long time. But I was late for 15 minutes because of the traffic jam in downtown Bellevue. We had to wait again but luckily that's not too long. The food decoration looks good and theytaste awesome! Make sure to save some space for desserts as the entr√©e are quite large in portion. Also, their customer service were GREAT! Because we were going during the busiest dinner time, the time waiting for food must be a little longer. So they offered us a free Cr√®me br√ªl√©e for dessert! How sweet! :)"
822659,"I went there on sunday evening with 2 friends. I ordered a spinach gorgonzola pizza, which was delicious. And the waiter was very polite and provided a very good service. Grazie Domani :)"
829993,"This is a tiny place, but the pizza is delicious. It is thin-style, and they give you giant scissors to cut the slices. No kidding! Perhaps this is Italian? I immediately broke my scissors, and the woman at the table next to us helped me put them back together, much to my wife's amusement.

We always seem to end up here Friday night, when it is absolutely packed. The beers are also good - they always have a Georgetown ale; last time it was Lucille's terrific IPA.

Looking forward to checking out happy hour here."
813107,"GREAT DINING EXPERIENCE. †

This was my first time but the second time for my sister and her husband. †Came here to celebrate her graduation and wanted to take me out to a nice place for diner. †Lily made us feel welcomed and made some recommendations (should have taken those recommendations, more on that later). †Took some pictures of all of us which I thought was strange but that was fine.

The its were the spaghetti with the sardines, petrale alla picatta, porcini funghi along with the chocolate lasagne for dessert. †Everything was done to perfection and presentation is outstanding. †You are looking into the kitchen so it is noisy, but it was fun to see David and the other cooks work in unison to create their wonderful dishes. †

Note: †As I mentioned earlier, it would have been best to order what was suggested. †We did this family style to we were able to enjoy the different foods. †I think we ordered just a bit too much. †Skip the appetizers, skip the bread, lay off the water. †Just taste the wine with your meal. †Ask Lily or your server about the specials and what would pair well with the meal. †

Next time , make the reservation, find out what is being served, and go for the specials."
806972,"Not a great experience.

Mojitos came with old, brown mint. We didn't say anything about this.

Club sandwich was missing the bacon. When the waiter came by and we mentioned it, he said he'd take care of it. 10 minutes later, he came back with a few slices of bacon on a plate. He says they'd be happy to comp a dessert, too.

We were on the deck in the shade and as there were 5 or 6 open tables in the sun, we asked to move, since it was chilly. Our server said he'd ask the manager. A few minutes later he came back and said the manager said no. I figured they were busy inside and were planning to seat people. We ordered another round of drinks (no more mojitos as the mint was funky.)

More tables in the sun cleared out and there was nobody waiting, †so we finally just decided to move into the sun (one table over). There were 10 open tables in the sun at this point, they weren't busy, and we hadn't seen the server in a while.

We didn't see our waiter for 20 or 30 more minutes, to the point where we weren't sure he realized we were still there (again, we moved one table over into the sun). We'd finished our drinks and had been sitting there for quite a while when he came by, dropped off the check and said nothing about the comped dessert for the bacon-less club.

We paid and left. Weirdest service I've ever gotten. The funky mint, missing bacon then offer of a dessert, being told we couldn't move to a table in the sun when there was no wait, and then the waiter disappearing for a long time and returning with the check instead of a dessert menu...just crummy.

Our total was over $70 for lunch and 2 drinks each, and for the service and quality, I will go elsewhere in the future."
1921729,"Romantic spot. It's a candlelit dinner so it's a good place to take dates. 

The bone marrow is ridiculously rich and flavorful. The scotch egg is a deep fried soft boiled egg. It's definitely a must! The wild boar sloppy joe is also really good. Fois gras Frits is a good starter and very flavorful as well. Service is excellent too!"
1897964,"I'm so excited that Li'l Woodys has come to Ballard. †Its a huge upgrade over Zaks that was there before them. †The burgers are really good, we love the ""Crack"" (french fries dipped in Molly Moon's milkshakes) and the atmosphere is awesome. †I hope they stay open later on the weekends like they do at the Capital Hill location."
1080046,"Four of us did a before Ramsey and an after Ramsey. The ""before"" was a first and last for us. Bad food, bad service and bad price. This was a couple of years ago. That's all I have to say about that. Pretty easy review. The ""after"" however was an excellent experience. 
It was a last minute ""let's go out for dinner"" move. We had no reservation. We arrived between 6-7pm. Not smart on our part. But what the heck. The hostess immediately greeted us. We told her we had four in our party and we had no reservation. Her face went from a smile to a curious type of look. She asked if we could wait for a moment and she left. She returned now, with a look of success and asked if we would mind sitting a little on the snug side. She pointed out the four top we would be sitting at. We gratefully excepted. Trust me when I say we have been in much tighter quarters than this. It was perfect. 
I had the chicken pot pie. For $11 it was worth every penny. My fiance had the beef stroganoff. The beef melted in your mouth. I cant recall the price of that dish. Who really cares it was good. 
Live music started as we were finishing. The musician, she sounded great for what we were able to listen to. 
The only downside (an easy fix) they were short on wine glasses. They didn't ask if we wanted another bottle of wine but they didn't hesitate to take our wine glasses as the young man announce ""sorry but we are out of wine glasses. Can I take yours?) So BUY MORE WINE GLASSES. This review would of been a five star if it wasn't for that. So all in all great food, great service and great price. Bon Appetite."
808615,"I got a coffee and a spinach breakfast burrito made fresh to order -the burrito was $5.95, and it was pretty big. 

The customer service was fine, the place was clean, and the food tastes good. I was happy with the place and would return if I were in the area again."
191435,"I love downtown Kirkland. But they are seriously lacking in good breakfast spots. I like being able to walk down from my boyfriend's apt for breakfast, and if we want eggs and what not, George's is pretty much the only option. 

The food is fine, but the service leaves a lot to be desired, and overall I think the place is overpriced for the quality of the food. The menu is different with more of a Greek influence, which I like. The omelets seem to be the way to go. But, I only come here out of convenience, not because the food is memorable in anyway."
807084,"I've been eating here for years. †I've also been to the one on Lake Bellevue. †If you're looking for high quality sushi, look no further. †The service is also great. †They have great sushi and non sushi menu items and will literally bend over backwards to make you whatever you want if it's not on the menu. †Each I Love Sushi location has a different menu, but you can order rolls from the other restaurants if you want.

My favorite menu items are the black cod, spicy tofu, spicy roll, paradise roll, copy roll, alaskan roll, dragon roll, caterpillar roll... I could list so many others.

Seriously, if you've never been here and you love sushi, check it out."
1910900,This is the best French Pastry I have had outside of France. Love it!
1758776,"First pick up a menu and find a seat, once you have made your selection head to the bar.

I was here for breakfast, ready to get some work done before my appointment in the city. This spot was most excellent, it was quite and comfy. The music wasn't my ideal choice but it was soft enough I could just ignore. I scoped out the place and found cozy spot (meaning back to the wall so no one can look over my shoulder).

Time to look at the menu- my staple for any breakfast spot is their version of Eggs Benedict; sadly I was there too early and its only served on the weekends. I went for something simple- Farmer's Breakfast (check out the pic), it smelled great and very hearty. The side of bacon was a little sad, they were paper thin, I was hoping for this juicy slices. My eggs were fluffy, sausage was juicy, the sourdough toast tasted homemade (no Wonder Bread here), and the potatoes were seasoned just right. I didn't even need ketchup, only a few splashes of Tabasco for my eggs.

The cup that my latte was served in it was a bit strange, the funnel shape made the first few sips just foam, I was about to take my spoon and skim off the foam in the mason jar.

The only disappointments were the thickness of the bacon and NO WiFi, cell service was a little blotchy as well (AT&T).

Reading other reviews, it seems like there maybe consistency issues."
952082,Service is good. Parking is good. The Reuben and corn pasta is fantastic!!! The Reuben is really is the best I've had.
793021,"We got to Ohana before Happy Hour was over. Ordered beer and pupus from the happy hour menu, and sushi/sashimi from the dinner menu. †Loved the Agedashi Tofu and Poke served with taro chips. †The sashimi was nice and fresh. †Staff was great.

The only downside... the tables are very closed together. †We were seated next to someone VERY loud. †They offered to move us when a table/booth opened up, but the loud party left before that. †It worked out fine. † Definitely going back!"
817340,"My family and I went here last year and had a horrible experience. †However, they hired a new manager who saw my review on yelp and invited us to try them again by sending us a restaurant credit. †I have to say that we were impressed with the turn around. †The staff put my 5yr old's order in immediately and the food was very good. †We got the kids Mac n' cheese - which was delicious and Ill now try their grown up versions. †My husband got a burger and sweet potato fries - which he said was just a good as the one at Molbecks (our favorite place for burgers), and I got the steak salad - and the steak was perfect - flavorful, cooked to my liking and tender. †We will definitely go back. Their daily specials looked good - from $1 oysters and all you can eat spaghetti (depending on the day). †

Cudos to the new management on the improvements!"
1227266,"Well, they really know what they're doing with the fish and chips. There's nothing quite like a crisp glass of hard cider to wash it all down. I wish they had a weekend lunch menu. It seems silly to pay dinner prices for lunch food. I also wish (I know I'm barking up the wrong tree here) that there were more veggie/pescatarian options. At some point I know I'll tire of the fish and chips."
997828,"The crust is thin but not so thin it's crunchy. The toppings are excellent: they are very generous with them, and they're fresh. †No canned olives or mushrooms here! I'd suggest that if you're getting olives, then ask them to go light since they're so salty and it's hard to taste anything but olives if there's too much. The chickpea salad with gold raisins, celery and vinaigrette is a great side - sweet, salty, crunchy, and vinegary flavors. They deliver and have an incredibly easy website to order on any device. Delivery is usually an hour or so after you've ordered. And, you can place your order hours before you want your pizza delivered. Nice for when you don't want to procrastinate!"
1725889,"This place could be a little tidier, but the food is wonderful. †Many healthy choices and plenty of room. †Kind of noisy but great."
922713,"Went here for late night happy hour on a Thursday and I was really impressed with the menu's variety and prices. †I had a Plum Cosmo (It was very delicious) and my date had Woodford and a †blue cheese sirloin steak plate. †Everything was half off and there were so many things to choose from. †I definitely wouldn't pay full price for the amount of food he received, but I felt like it was the right amount for what we paid. †

The server was attentive without being annoying. †The music wasn't too loud. †The bar area looked really classy and clean. †We will definitely be going back."
682279,"So I recently saw an episode of ""Kitchen Nightmares"" about a mom and pop restaurant in Brooklyn. †Gordon Ramsay took the restaurant and turned it into this place that looked incredibly fake and obviously trying too hard while paying little apparent attention to the food. †The end result reminded me a lot of Grub. 

I was so hungry when I went there that I figured anything would taste good but I still left disappointed. †My food and my gf's food looked like they put no energy into it; they must have spent all their thought on the gaudy interior."
1055274,"Went here for lunch. Delicious food! Had the french dip panini with the grilled onions and provolone. Really, really good! And the potato salad was good as well. Didn't drink the but tap menu looked awesome and was definitely extensive with lots of local choices."
1313291,"I've been here twice and it's been wonderful both times. †They have really great southern food--there's always something interesting and fun to try. †The food is excellent and it comes out really quickly. †I have also found the staff to be really friendly and courteous. †The atmosphere is especially fun--the owners have placed large photos of their ancestors, including Langston Hughes, all around the restaurant giving a strong sense of place and history. †All around, this place is a must-visit restaurant in the area."
2796108,"First thing you notice about this place is the attitude of the serving staff. They act like they are doing you a huge favor by acknowledging you. This is not a cutesy old-fashioned diner trick; they just think they are special. The food is OK and it does come quick. The prices are fine, but maybe a little too expensive for what you get. We had a group of 6 so they automatically gave themselves a nice gratuity (their attitudes warranted a 5% tip). OK place, but there are a lot of better options nearby."
810781,"One of my favorite spots in Washington. I want some of there Hot and Sour Tofu soup now. I can't wait to go back next time i'm in Washington. Every time i've eaten here I was pleased. My last visit was over a year ago so I cant remember what else i've had, but I want some of there Hot anc Sour Tofu soup now. The reason for this review."
1673165,"A nice place to try some spicy ""indian"" style burgers. 
Their chicken masala burger is tasty albeit a little too dry(overcooked chicken). The fries are ok and a little under-seasoned but they do give you seasoning on the side to add to taste. The jalape√±o poppers are excellent. Very fresh and perfectly seasoned. 
I asked the owner/chef to recommend his favorite and he suggested I try the ""Philly Cheesesteak Burger"". It was very delicious. Forget your calorie counter at home when you try this bad boy. The only downside was that it had been sitting on the counter for a while until they made my friend's chicken burger and my burger bun had gotten really soggy due to that. They really should toast the bun on this one to prevent that from happening.
Overall the food was not bad and the people were friendly but I had to dock off one more star for a cockroach that was running around on the floor. I know it's a small place tucked away in U-district but that's no excuse to not keep it clean and pest free. 
I'll probably go back here when I'm in the area since the taste reminds me of burgers we used to eat back at home. I hope they sort out their roach problems and soggy buns soon though."
835649,"Not worth it, at this location!!!

Twice now my boyfriend and I have been to this Red Robin and had bad experiences. The trip there is just not worth their refillable steak fries and their wonderful seasoning. The first time was about a year ago - it was busy and they were slammed but when we first walked in and were blatenly ignored by the hostess, that was it for us. She didn't even turn around to acknowledge that we had walked in, but she was standing right next to the door. Um, no thank you! 

The second time, which was this last weekend, we popped in b/c their food sounded great and we were in the area. The hostess still had her back to us, but at least turned around this time when we walked in. Another girl walked up to her complaining that she didn't have a name tag but politely showed us to our table. Being just us two, I figured they would sit us a two-person booth rather than a normal 4-person one, but didn't expect her to walk us past every available option to potentially seat us down in the child birthday party area!! Um, the last thing we want is to barely hear each other over our food b/c of kids screaming in excitement and/or loud conversations!! Especially when the servers were already having trouble walking around each other down there AND we had passed several open 2-top tables before she'd led us there. 
My boyfriend and I glanced at each other, walked back towards the other options and asked if we could be seated here instead. The server politely said yes and walked away. There we sat awaiting our drinks or anything, reviewing the menu for what we were going to eat. Several servers walked by us and not a single one stopped to take our drink order or ask us anything. We decided to leave when a table got sat beside us and immediately got their drinks. I told him that I bet the girl didn't bother to tell anyone that we had been sat in their area and we both decided to get up and go. We had waited about 5 whole minutes before leaving, and even after we had already decided what we wanted to eat. Even when we left, no one acknowledged us - not even the girl who sat us who watched us walk out or the hotess by the front door. 

I hate to sound like that ""old"" nag again but seriously!!! What is with teenager/20-somethings not giving good customer service! I don't go to these places to judge and critique, by the way. We went b/c we truely wanted to enjoy their food, drinks and atmosphere and again have been dissappointed. Mind you, that I've only gotten bad service from this location when I've gone with my boyfriend. I've gone other times with my girl friends and have received mediocre service -- still nothing great, but better than left to wait with no acknowledgment or service. Like I said above -- this location SUCKS!"
172577,"Classic, delicious, comforting food. 

I have seen Queen City Grill many times over the years and had been wanting to try it for quite some time. They were established in 1987.

I had the duck confit and my dinner date had the oxtail stew. We both thoroughly enjoyed the food. We also had a Cotes du Rhone which was very tasty. 

I almost always order duck if it's an option on the menu so I was pleased to see it being offered. The accompanying veggies and couscous were delicious. I ate every bite.

The service was professional and warm but not overbearing in the least. I got the impression that the man serving us may have been the owner but I'm not sure. 

My only gripe was the high backed wooden booths. There is a barrier on the end which makes getting in and out of the booths very awkward. If you hit yourself on this barrier it will hurt. 

This would be an ideal spot to tuck away and get lost in conversation. The atmosphere is simple and classic but also a bit romatic. Good date spot. 

Overall, Queen City is a solid, classy place for a nice dinner when in Belltown. I can see why it's been around for 25 years and I can see it being around for many more years to come."
809122,"Dinner with hus. and son. †Excellent! †Good food, good drinks, excellent service. †Even a little candle for the birthday boy's ice cream. †

Why not 5 stars? †Because all 3 of us felt that several of the dishes we had were far too salty (and not because they naturally come that way) - so our request for the chef and kitchen would be to hold back on the salt a bit. †People can always ADD that stuff - eh?

Otherwise, delightful. †Must've been, we spent 2+ hours there!"
1110828,"""We're going to take the ball- and we're going to score!"" †One of my favorite moments in Seahawks history, but also for sports in general. †Any Seahawk fan will remember that moment when Matty won the overtime toss during a playoff game against the Packers and made such a bold claim...alas, the Seahawks did not score...but that's not the point.

So, when I saw the sign in bold writing ""WEST SEATTLE'S BEST FISH AND CHIPS"" planted for everyone to see driving on Oregon- I was reminded of that moment in Seahawks history.

I mean, that is a HUGE statement of faith in your FNCs- we've got living legends: †Sunfish and Spud's to name only two institutions. †I've heard rumors of a place on 35th too, so man- way to throw it out there Highstrike...I appreciate the balls.

SO, I made my way in after a long day at work near the end of the summer. †The inside decor is clean and somewhat reminiscent of a 90s era semi- chain restaurant or something...I wasn't really there for the ambience though. †It was cool to hear the bowling going on behind me as I watched the Mariners lose on some big screens in front of me.

I mentioned to the waitress the sign outside and she said to give it a shot, with a wry smile- I couldn't tell if she believed what was stated or if she thought my socks would be blown off. †She mentioned that each order is made to order and the fish is brought in fresh each day...so, we were getting off to a good start.

The fish: †well, it's a little different- but different isn't bad. †In fact, I was diggin' it. †It's more of a panko- like batter, which was super crispy, and freaking hot. †Not too greasy, and the fish was flakey. †Again, different than what I'm used to, but the more I ate the more I liked. †The fries were awesome, great addition of pepper on them, and had a really great flavor. †I enjoyed it, I really did. †I can't say it's West Seattle's BEST, but it's a runner up for sure. †I do appreciate the bravado to put that out there- and I will be back again."
2125388,"First, just expect to wait. This place is popular, so keep this in mind if you are very hungry. That said, once you are close to getting a table, you can order an appetizer and drink that will basically be waiting for you when you are seated. 

We started with the fresh spring rolls and they were fantastic. The sauce had the perfect amount of heat and the cilantro was so fresh. I ordered the Pad Thai and WOW. Loved it. †I had it with tofu and thought it was cooked perfectly. I like spicy food and got a #5 heat. Didn't regret a thing. 

Our server was very attentive and portion sizes are perfect."
1644639,"Every dish reminded me of a bouquet of flowers, only it was a bouquet of food. †Plating was stunning and food was solid. †I arrive during happy hour and tried the foie gras. †The candied orange zest on the foie gras was different, but delicious. †It helped cut the richness of the foie. †On the regular menu, I had the Big Eye Tuna and †Tagliatelle. †Both were very good. †The Big Eye Tuna also had foie gras. †The dish was not heavy and very well balanced. †For dessert I had the Chocolate, coffee, butterscotch fudge, sorbet, crumble. †As I already mentioned, everything was very beautiful and neatly put together. †I enjoyed the different levels of flavors and the visual aspects. †It was a very solid experience.

Atmosphere was good. †Although I was there during the 4th quarter of the Seahawks vs 49ers game. †This is not a place to be loud and expressive. †I had to stop myself a few times."
1672875,"Bummer...went here last night and had a good happy hour and thought I would come again since the sunshine is still out. †Should not have...I sat at the bar and the bartender was very nice, nothing negative to say about his service. †I started with some bread that had a long hair in it, didn't say anything, I mean things happen. †Then I ordered the salmon off the HH menu, it came (30 mins later) †totally raw and cold, mashed potatoes cold too (I actually prefer mine a little undercooked, but this wouldn't even pull away from the skin). †When the bartender asked how it was I showed him and he immediatly took it away. †I was a little surprised when he came back with it, it was my same pulled apart piece of salmon I had taken a few bites from just cooked a little longer. the HH salmon is like an inch wide, wouldn't break you to just give someone a fresh one. †So now I'm running late to pick up my daughter because of the send back etc., I go to pick up my car which was in valet and of course nobody there, i spot a guy out in the lot who looks at me, but doesn't say anything, like 'be there in a minute', so I wait a little bit and then since there are only a few keys and i'm running late I just grab them to help the guy out. †i even go out to him, still hand him a tip and say 'im running late, thx but I can just grab my car' as I walk away he's like 'in the future, please don't touch the keys' what?? 1. someone should have been there, not my fault you're understaffed because of a staff party that's going on (heard some people talking about it) and 2. I just tipped you and I'm the customer."
2795074,"Out of the corner of my eye, I saw the guy making my food touch his nose. I only had 10 minutes before I had to head to work. I weighed my options- food or no food, as OCD as I am, out of hunger, I convinced myself I was mistaken about what I saw. Despite this- the fish and chips were solid- crisp, fresh, and tasty."
810012,"Went in for lunch. †The waitress let us order WAY too much food (it's very easy to do)

Make sure you ask about items that are un-clear. †The ceviche is gross; it's pureed!

The Guacamole is good, but it is expensive. †Our waitress just brought it to the table, being somewhat deceptive like it came with our meals :(

Less than authentic food, but they have an expensive place to pay for, so there you go."
519035,"Amazing pizza. Great service!

I recommend the ""Stampede"".

My only complaint is that some of the appetizers and non-pizza menu items are mediocre at best, but then again it's a pizza place."
